N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION
       4439,   ,100,E,E.P.PU,                              ,11 RUE DU CALVAIRE              ,DOMPIERRE SUR HELPE       ,ECMA,G0000,AVESNES-FOURMIES              
       4440,   ,100,E,E.M.PU,LECLERC DE HAUTECLOQUE        ,77 RUE DE FONTAINEBLEAU         ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4441,   ,100,E,E.M.PU,GEORGE SAND                   ,95 RUE MARCELINE                ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4442,   1.00,100,E,E.M.PU,SAINT NICOLAS                 ,22 RUE SAINT NICOLAS            ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4443,   ,100,E,E.M.PU,MADAME DE SEVIGNE             ,537 AVENUE DU 4 SEPTEMBRE       ,DOUAI                     ,ECMA,G0000,DOUAI-CENTRE                  
       4444,   1.00,100,E,E.M.PU,HENRI BARBUSSE                ,RUE GABRIEL PERI                ,DOUCHY LES MINES          ,ECMA,G0000,VALENCIENNES-ESCAUDAIN        
       4445,   ,100,E,E.M.PU,VICTOR HUGO                   ,12 RUE VICTOR HUGO              ,DOUCHY LES MINES          ,ECMA,G0000,VALENCIENNES-ESCAUDAIN        
       4446,   ,100,E,E.P.PU,MARGUERITE YOURCENAR          ,4 GRAND PLACE                   ,LE DOULIEU                ,ECMA,G0000,DUNKERQUE-BAILLEUL            
       4447,   ,100,E,E.M.PU,NEPTUNE                       ,RUE CONTRE TORPILLEUR TRIOMPHANT,DUNKERQUE                 ,ECMA,G0000,DUNKERQUE-CENTRE              
       4448,   ,100,E,E.M.PU,LES GLACIS                    ,4 RUE GODEFROY D'ESTRADES       ,DUNKERQUE                 ,ECMA,G0000,DUNKERQUE-CENTRE              
       4449,   ,100,E,E.M.PU,CHATEAU D'EAU                 ,1 PLACE CALONNE                 ,DUNKERQUE                 ,ECMA,G0000,DUNKERQUE-CENTRE              
       4450,   ,100,E,E.P.A.,LUCIEN MAILLART               ,RUE DU JEU DE MAIL              ,DUNKERQUE                 ,ECMA,G0000,DUNKERQUE-SAINT-POL           
       4451,   ,100,E,E.P.PU,LES DEUX CHATEAUX             ,RUE DU CHATEAU                  ,EBBLINGHEM                ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4452,   ,100,E,E.P.PU,                              ,RUE DE L'EGLISE                 ,ELINCOURT                 ,ECMA,G0000,CAMBRAI-SUD                   
       4453,   ,100,E,E.P.PU,GROUPE SCOLAIRE LOUIS ARAGON  ,3 RUE PABLO PICASSO             ,EMERCHICOURT              ,ECMA,G0000,DOUAI-CANTIN                  
       4454,   ,100,E,E.P.PU,                              ,26 RUE PAUL PROCUREUR           ,ENGLOS                    ,ECMA,G0000,LILLE2-LOOS                   
       4455,   1.00,100,E,E.P.PU,                              ,32 RUE DU BOURG                 ,ENNETIERES EN WEPPES      ,ECMA,G0000,LILLE2-LOOS                   
       4456,   ,100,E,E.P.PU,DANIEL DEVENDEVILLE           ,PLACE JEAN MOULIN               ,ENNEVELIN                 ,ECMA,G0000,LILLE3-WATTIGNIES             
       4457,   ,100,E,E.M.PU,JOLIOT-CURIE                  ,AVENUE DES ROSSIGNOLS           ,ST POL SUR MER            ,ECMA,G0000,DUNKERQUE-SAINT-POL           
       4458,   ,100,E,E.M.PU,PIERRE ET MARIE CURIE         ,50 RUE LEON BLUM                ,OSTRICOURT                ,ECMA,G0000,LILLE3-SECLIN                 
       4459,   1.00,100,E,E.M.PU,LE COURANT D'EAU              ,519 RUE DE L'ABBE DESMETTRE     ,OSTRICOURT                ,ECMA,G0000,LILLE3-SECLIN                 
       4460,   ,100,E,E.P.PU,                              ,53 RUE DE WYLDER                ,OUDEZEELE                 ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4461,   ,100,E,E.P.PU,GROUPE LANGEVIN-WALLON        ,RUE D ANCHIN                    ,PECQUENCOURT              ,ECMA,G0000,DOUAI-WAZIERS                 
       4462,   2.00,100,E,E.M.PU,SUZANNE LANOY                 ,70 RUE JULES GUESDE             ,PECQUENCOURT              ,ECMA,G0000,DOUAI-WAZIERS                 
       4463,   1.00,100,E,E.M.PU,PASTEUR                       ,42 RUE DE LA PREVOTE            ,PERENCHIES                ,ECMA,G0000,LILLE2-LOMME                  
       4464,   1.00,100,E,E.M.PU,ANDERSEN                      ,1 RUE DES ECOLIERS              ,DUNKERQUE                 ,ECMA,G0000,DUNKERQUE-SAINT-POL           
       4465,   ,100,E,E.M.PU,TRYSTRAM                      ,1215 RUE DU BANC VERT           ,DUNKERQUE                 ,ECMA,G0000,DUNKERQUE-SAINT-POL           
       4466,   ,100,E,E.P.PU,DESUDDE                       ,GRAND PLACE                     ,PITGAM                    ,ECMA,G0000,DUNKERQUE-BERGUES             
       4467,   1.00,100,E,E.P.PU,GROUPE PHILIPPE-LAURENT ROLAND,8 AVE  FRANCOIS MITTERRAND      ,PONT A MARCQ              ,ECMA,G0000,LILLE3-WATTIGNIES             
       4468,   ,100,E,E.P.PU,                              ,724 R NATIONALE                 ,PRADELLES                 ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4469,   ,100,E,E.P.PU,                              ,34 RUE DU VILLAGE               ,PREUX AU BOIS             ,ECMA,G0000,AVESNES-LE QUESNOY            
       4470,   ,100,E,E.P.PU,GHISLAIN HENNIART             ,116 RUE DE L EGLISE             ,ERQUINGHEM LE SEC         ,ECMA,G0000,LILLE2-LOOS                   
       4471,   ,100,E,E.P.PU,JEAN-MARIE FOSSE              ,PLACE DES ANCIENS COMBATTANTS   ,ESCARMAIN                 ,ECMA,G0000,CAMBRAI-LE CATEAU             
       4472,   1.00,100,E,E.M.PU,MARCEL CACHIN                 ,3 RUE PIERRE DEGEYTER           ,ESCAUDAIN                 ,ECMA,G0000,VALENCIENNES-ESCAUDAIN        
       4473,   ,100,E,E.M.PU,SUZANNE LANNOY                ,137 RUE JEAN JAURES             ,ESCAUDOEUVRES             ,ECMA,G0000,CAMBRAI-CENTRE                
       4474,   1.00,100,E,E.P.PU,                              ,9 RUE DE L'EGLISE               ,ESNES                     ,ECMA,G0000,CAMBRAI-SUD                   
       4475,   ,100,E,E.P.PU,DONAT-GODIN                   ,31 RUE JEAN JAURES              ,ESTREUX                   ,ECMA,G0000,VALENCIENNES-SAINT SAULVE     
       4476,   ,100,E,E.P.PU,                              ,56 GRAND RUE                    ,ESTRUN                    ,ECMA,G0000,CAMBRAI-LE CATEAU             
       4477,   ,100,E,E.M.PU,LA FONTAINE                   ,18 BIS RUE SALENGRO             ,FACHES THUMESNIL          ,ECMA,G0000,LILLE3-WATTIGNIES             
       4478,   1.00,100,E,E.M.PU,FLORIAN                       ,159 RUE DE LA RESISTANCE        ,FACHES THUMESNIL          ,ECMA,G0000,LILLE3-WATTIGNIES             
       4479,   ,100,E,E.M.PU,ROGER SALENGRO                ,1 RUE ROGER SALENGRO            ,ESCAUDAIN                 ,ECMA,G0000,VALENCIENNES-ESCAUDAIN        
       4480,   ,100,E,E.M.PU,JACQUES PREVERT               ,158 RUE ARTHUR DUBOIS           ,FEIGNIES                  ,ECMA,G0000,AVESNES-LE QUESNOY            
       4481,   ,100,E,E.M.PU,GERMAINE TORTEL               ,RUE DE LA REPUBLIQUE            ,FEIGNIES                  ,ECMA,G0000,AVESNES-LE QUESNOY            
       4482,   ,100,E,E.M.PU,ANNE FRANK                    ,117 RUE PASTEUR                 ,FEIGNIES                  ,ECMA,G0000,AVESNES-LE QUESNOY            
       4483,   ,100,E,E.P.PU,                              ,20 RUE DES ECOLES               ,FELLERIES                 ,ECMA,G0000,AVESNES-JEUMONT               
       4484,   ,100,E,E.P.PU,CASIMIR PERIER ROND POINT     ,RUE VLADIMIR LENINE             ,FENAIN                    ,ECMA,G0000,DOUAI-RIEULAY                 
       4485,   ,100,E,E.M.PU,LES TRIEUX                    ,RUE GABRIEL PERI                ,FERRIERE LA GRANDE        ,ECMA,G0000,AVESNES-JEUMONT               
       4486,   ,100,E,E.M.PU,CENTRE                        ,33TER RUE ROGER SALENGRO        ,FERRIERE LA GRANDE        ,ECMA,G0000,AVESNES-JEUMONT               
       4487,   ,100,E,E.M.PU,JEAN JAURES                   ,PLACE CONSTANTIN DESCAT         ,VILLENEUVE D ASCQ         ,ECMA,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       4488,   ,100,E,E.P.PU,                              ,PLACE DE LA MAIRIE              ,FLOYON                    ,ECMA,G0000,AVESNES-FOURMIES              
       4489,   ,100,E,E.P.PU,                              ,RUE DU GENERAL DE GAULLE        ,FOREST EN CAMBRESIS       ,ECMA,G0000,CAMBRAI-LE CATEAU             
       4490,   1.00,100,E,E.P.PU,GEORGES BRASSENS              ,107 RUE PRINCIPALE              ,FOREST SUR MARQUE         ,ECMA,G0000,ROUBAIX-HEM                   
       4491,   ,100,E,E.M.PU,JULES GUESDE                  ,40 RUE JULES GUESDE             ,FOURMIES                  ,ECMA,G0000,AVESNES-FOURMIES              
       4492,   ,100,E,E.M.PU,LES LILAS                     ,34 RUE DES LILAS                ,FOURMIES                  ,ECMA,G0000,AVESNES-FOURMIES              
       4493,   ,100,E,E.M.PU,MOGADOR                       ,8 RUE DU CHANOINE THULIEZ       ,FOURMIES                  ,ECMA,G0000,AVESNES-FOURMIES              
       4494,   ,100,E,E.M.PU,VICTOR HUGO                   ,42 RUE SERPENTINE               ,FOURMIES                  ,ECMA,G0000,AVESNES-FOURMIES              
       4495,   ,100,E,E.P.PU,RENE QUINCHON                 ,PLACE EMILE BIGORNE             ,FRASNOY                   ,ECMA,G0000,AVESNES-LE QUESNOY            
       4496,   1.00,100,E,E.P.PU,PASTEUR                       ,14 RUE DU PONT ROUGE            ,FRELINGHIEN               ,ECMA,G0000,LILLE2-ARMENTIERES            
       4497,   1.00,100,E,E.E.PU,DANIEL FERY                   ,RUE DU BOIS                     ,FRESNES SUR ESCAUT        ,ECMA,G0000,VALENCIENNES-CONDE            
       4498,   ,100,E,E.M.PU,PAUL LANGEVIN                 ,198 RUE EDGARD LOUBRY           ,FRESNES SUR ESCAUT        ,ECMA,G0000,VALENCIENNES-CONDE            
       4499,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,12 IMPASSE ALBERT LANVIN        ,FRESSAIN                  ,ECMA,G0000,DOUAI-CANTIN                  
       4500,   ,100,E,E.P.PU,                              ,49 RUE D'AUBENCHEUL             ,FRESSIES                  ,ECMA,G0000,CAMBRAI-CENTRE                
       4501,   ,100,E,E.P.PU,                              ,7 RUE DE VERDUN                 ,FROMELLES                 ,ECMA,G0000,LILLE2-ANNOEULLIN             
       4502,   ,100,E,E.P.PU,                              ,12 RUE DE LA VICTOIRE           ,GHISSIGNIES               ,ECMA,G0000,AVESNES-LE QUESNOY            
       4503,   ,100,E,E.M.PU,                              ,29 RUE ROLAND ROULEAU           ,GLAGEON                   ,ECMA,G0000,AVESNES-FOURMIES              
       4504,   ,100,E,E.M.PU,JACQUES BREL                  ,533 RUE DE LA CAVEE             ,GOMMEGNIES                ,ECMA,G0000,AVESNES-LE QUESNOY            
       4505,   ,100,E,E.M.PU,MATERNELLE DE GONDECOURT      ,CHEMIN DE LA CHAPELLE           ,GONDECOURT                ,ECMA,G0000,LILLE3-SECLIN                 
       4506,   ,100,E,E.P.PU,                              ,RUE DU STADE                    ,GOUZEAUCOURT              ,ECMA,G0000,CAMBRAI-SUD                   
       4507,   ,100,E,E.M.PU,VICTOR HUGO                   ,RUE VICTOR HUGO                 ,GRANDE SYNTHE             ,ECMA,G0000,DUNKERQUE-GRAVELINES          
       4508,   ,100,E,E.M.PU,CLEMENCEAU                    ,RUE CLEMENCEAU                  ,GRANDE SYNTHE             ,ECMA,G0000,DUNKERQUE-GRAVELINES          
       4509,   ,100,E,E.M.PU,PIERRE ET MARIE CURIE         ,RUE PIERRE ET MARIE CURIE       ,GRANDE SYNTHE             ,ECMA,G0000,DUNKERQUE-GRAVELINES          
       4510,   ,100,E,E.M.PU,CHARLES PERRAULT              ,1 RUE DE LORRAINE               ,GRAND FORT PHILIPPE       ,ECMA,G0000,DUNKERQUE-GRAVELINES          
       4511,   ,100,E,E.P.PU,GPE SCOL MICHELET/ISLANDAIS   ,RUE ARISTIDE BRIANT             ,GRAVELINES                ,ECMA,G0000,DUNKERQUE-GRAVELINES          
       4512,   ,100,E,E.M.PU,PAUL BERNARD                  ,PLACE ROGER SALENGRO            ,GUESNAIN                  ,ECMA,G0000,DOUAI-CANTIN                  
       4513,   ,100,E,E.P.PU,JEAN MACE-MARIA MONTESSORI    ,RUE DU CARDINAL LIENART         ,HALLUIN                   ,ECMA,G0000,TOURCOING-RONCQ               
       4514,   ,100,E,E.P.PU,                              ,46 RUE ANDRE HALLE              ,HAMEL                     ,ECMA,G0000,DOUAI-CANTIN                  
       4515,   ,100,E,E.P.PU,JEAN MACE                     ,18 RUE MIRABEAU                 ,HANTAY                    ,ECMA,G0000,LILLE2-ANNOEULLIN             
       4516,   ,100,E,E.P.PU,DE CATAINE                    ,41 RUE HENRI BARBUSSE           ,HASNON                    ,ECMA,G0000,VALENCIENNES-SAINT AMAND      
       4517,   ,100,E,E.P.PU,PAUL ET MARCELLE FRANCOIS     ,6 RUE FERNAND PELLOUTIER        ,HASNON                    ,ECMA,G0000,VALENCIENNES-SAINT AMAND      
       4518,   ,100,E,E.M.PU,HENRI BARBUSSE                ,19 RUE JULES FERRY              ,HASPRES                   ,ECMA,G0000,VALENCIENNES-ESCAUDAIN        
       4519,   ,100,E,E.M.PU,LA PEPINIERE                  ,AVENUE DE LA PEPINIERE          ,HAUBOURDIN                ,ECMA,G0000,LILLE2-LOOS                   
       4520,   ,100,E,E.M.PU,THEOPHILE CRAPET              ,14 AVENUE ROGER SALENGRO        ,HAUBOURDIN                ,ECMA,G0000,LILLE2-LOOS                   
       4521,   ,100,E,E.M.PU,LOUIS CORDONNIER              ,RUE DU CAPITAINE HAEZEBROUCK    ,HAUBOURDIN                ,ECMA,G0000,LILLE2-LOOS                   
       4522,   ,100,E,E.P.PU,PASTEUR                       ,15 PLACE JEAN JAURES            ,HAUSSY                    ,ECMA,G0000,CAMBRAI-LE CATEAU             
       4523,   4.00,100,E,E.P.PU,VICTOR HUGO                   ,2 RUE ALFRED DE MUSSET          ,HAUTMONT                  ,ECMA,G0000,AVESNES AULNOYE               
       4524,   1.00,100,E,E.P.PU,GROUPE SCO. FONTAINE-LE MUGUET,130 AVENUE DU GENERAL LECLERC   ,HAUTMONT                  ,ECMA,G0000,AVESNES AULNOYE               
       4525,   ,100,E,E.P.PU,GROUPE SCOLAIRE JULES FERRY   ,25 RUE DES ECOLES               ,HAUTMONT                  ,ECMA,G0000,AVESNES AULNOYE               
       4526,   ,100,E,E.M.PU,GEORGE SAND                   ,4 RUE DE LA REPUBLIQUE          ,HAUTMONT                  ,ECMA,G0000,AVESNES AULNOYE               
       4527,   ,100,E,E.M.PU,GRANDS CHAMPS                 ,"CITE DES GRANDS CHAMPS - ""RUE J""",HAVELUY                   ,ECMA,G0000,VALENCIENNES ANZIN            
       4528,   ,100,E,E.P.PU,CENTRE                        ,1 RUE DU 8 MAI 1945             ,HAVELUY                   ,ECMA,G0000,VALENCIENNES ANZIN            
       4529,   ,100,E,E.P.PU,ANTOINE DE SAINT-EXUPERY      ,RUE DU BELLOT                   ,HAVERSKERQUE              ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4530,   ,100,E,E.M.PU,JEAN MACE                     ,60 RUE NOTRE DAME               ,HAZEBROUCK                ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4531,   ,100,E,E.M.PU,PASTEUR                       ,RUE CESAR SAMSOEN               ,HAZEBROUCK                ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4532,   ,100,E,E.P.PU,JUSTIN GUIOT                  ,1 RUE PARENT                    ,HELESMES                  ,ECMA,G0000,VALENCIENNES-ESCAUDAIN        
       4533,   2.00,100,E,E.M.PU,ROGER SALENGRO                ,RUE ANATOLE FRANCE              ,HELLEMMES LILLE           ,ECMA,G0000,LILLE 1 - HELLEMMES           
       4534,   1.00,100,E,E.M.PU,JENNER                        ,49 RUE DES ECOLES               ,HELLEMMES LILLE           ,ECMA,G0000,LILLE 1 - HELLEMMES           
       4535,   ,100,E,E.M.PU,DOMBROWSKI                    ,PLACE DOMBROWSKI                ,HELLEMMES LILLE           ,ECMA,G0000,LILLE 1 - HELLEMMES           
       4536,   ,100,E,E.M.PU,JEAN DE LA FONTAINE           ,18 AVENUE FOCH                  ,HEM                       ,ECMA,G0000,ROUBAIX-HEM                   
       4537,   ,100,E,E.M.PU,VICTOR HUGO                   ,RUE DE BEAUMONT                 ,HEM                       ,ECMA,G0000,ROUBAIX-HEM                   
       4538,   ,100,E,E.M.PU,MARCEL PAGNOL                 ,AVENUE DE LA MARNE              ,HEM                       ,ECMA,G0000,ROUBAIX-HEM                   
       4539,   ,100,E,E.M.PU,GROUPE MARIE CURIE            ,RUE LANNELONGUE                 ,HEM                       ,ECMA,G0000,ROUBAIX-HEM                   
       4540,   ,100,E,E.P.PU,LA SENSEE NIVEAU 1 (RPI 22)   ,13 RUE DU GENERAL DE GAULLE     ,HEM LENGLET               ,ECMA,G0000,CAMBRAI-CENTRE                
       4541,   ,100,E,E.P.PU,NO A HOUX                     ,172 RUE EMIR DOFFENIES          ,HERGNIES                  ,ECMA,G0000,VALENCIENNES-CONDE            
       4542,   ,100,E,E.P.PU,                              ,30 RUE DU PRE MONSEU            ,HERLIES                   ,ECMA,G0000,LILLE2-ANNOEULLIN             
       4543,   ,100,E,E.P.PU,DES GEANTS                    ,20 RUE DE LA MAIRIE             ,HONDEGHEM                 ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4544,   ,100,E,E.P.PU,                              ,2 GRAND PLACE                   ,HONNECHY                  ,ECMA,G0000,CAMBRAI-SUD                   
       4545,   ,100,E,E.P.PU,SUZANNE LANOY                 ,RUE D ARLES                     ,HORNAING                  ,ECMA,G0000,DOUAI-RIEULAY                 
       4546,   ,100,E,E.P.PU,AIME DEWITTE (RPI 23)         ,31 RUE DES MARTYRS              ,HOUDAIN LEZ BAVAY         ,ECMA,G0000,AVESNES-LE QUESNOY            
       4547,   1.00,100,E,E.M.PU,DU BOURG                      ,3 RUE ANATOLE MUSY              ,HOUPLINES                 ,ECMA,G0000,LILLE2-ARMENTIERES            
       4548,   ,100,E,E.M.PU,JEAN JACOB                    ,32 RUE D HESPEL                 ,HOUPLINES                 ,ECMA,G0000,LILLE2-ARMENTIERES            
       4549,   1.00,100,E,E.M.PU,VICTOR DURUY                  ,RUE DU MARECHAL FOCH            ,IWUY                      ,ECMA,G0000,CAMBRAI-LE CATEAU             
       4550,   ,100,E,E.P.PU,(RPI 4)                       ,CONTOUR DE L EGLISE             ,HOUTKERQUE                ,ECMA,G0000,DUNKERQUE-HAZEBROUCK          
       4551,   ,100,E,E.M.PU,GABRIEL PERI                  ,14 RUE JULES GUESDE             ,HERIN                     ,ECMA,G0000,VALENCIENNES ANZIN            
       4552,   2.00,100,E,E.P.PU,JEAN MONNET                   ,RUE DE LA MAIRIE                ,ILLIES                    ,ECMA,G0000,LILLE2-ANNOEULLIN             
       4553,   1.00,100,E,E.P.PU,                              ,3 BIS RUE FRIQUET               ,JENLAIN                   ,ECMA,G0000,AVESNES-LE QUESNOY            
