N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION
       2593,   ,100,E,E.M.PU,PIERRE DE RONSARD             ,120 AVENUE DE VERDUN            ,ROUBAIX                   ,2585,G0000,ROUBAIX OUEST                 
       2594,   ,100,E,E.M.PU,CHARLES PERRAULT              ,225 RUE DE LEERS                ,ROUBAIX                   ,2585,G0000,ROUBAIX OUEST                 
       2595,   ,100,E,E.P.PU,HAINAUT-BAUGNIES              ,69 RUE DE CONDE                 ,THIVENCELLE               ,2585,G0000,VALENCIENNES-CONDE            
       2596,   ,100,E,E.E.PU,PIERRE BROSSOLETTE            ,2 RUE ANATOLE FRANCE            ,TOURCOING                 ,2585,G0000,TOURCOING-OUEST               
       2597,   ,100,E,E.M.PU,PIERRE BROSSOLETTE            ,RUE ANATOLE FRANCE              ,TOURCOING                 ,2585,G0000,TOURCOING-OUEST               
       2598,   ,100,E,E.M.PU,DESCARTES                     ,1 RUE EUGENE DELACROIX          ,TOURCOING                 ,2585,G0000,TOURCOING-EST                 
       2599,   ,100,E,E.M.PU,EDOUARD HERRIOT               ,207 CHAUSSEE WATT               ,TOURCOING                 ,2585,G0000,TOURCOING-OUEST               
       2600,   ,100,E,E.M.PU,PASTEUR                       ,19 RUE DU VIROLOIS              ,TOURCOING                 ,2585,G0000,TOURCOING-EST                 
       2601,   ,100,E,E.M.PU,LA FONTAINE                   ,2 RUE KELLERMANN                ,TOURCOING                 ,2585,G0000,TOURCOING-OUEST               
       2602,   ,100,E,E.M.PU,RACINE                        ,AL DES ECOLES 107 FIN DE LA GUE ,TOURCOING                 ,2585,G0000,TOURCOING-OUEST               
       2603,   ,100,E,E.M.PU,PAUL CLAUDEL                  ,251 RUE DU PONT DE NEUVILLE     ,TOURCOING                 ,2585,G0000,TOURCOING-EST                 
       2604,   ,100,E,E.E.PU,LAVOISIER                     ,9 RUE GUY MOCQUET               ,TOURCOING                 ,2585,G0000,TOURCOING-EST                 
       2605,   ,100,E,E.M.PU,SIMEON CUVEILLIER             ,RUE DES COQUELICOTS             ,VALENCIENNES              ,2585,G0000,VALENCIENNES-CENTRE           
       2606,   ,100,E,E.M.PU,HELENE BOUCHER                ,PLACE RAYMOND PECH              ,VALENCIENNES              ,2585,G0000,VALENCIENNES-CENTRE           
       2607,   ,100,E,E.M.PU,MAURICE THOREZ                ,22 RUE PIERRE ET MARIE CURIE    ,WAVRECHAIN SOUS DENAIN    ,2585,G0000,VALENCIENNES DENAIN           
       2608,   ,100,E,E.E.PU,EMILE ZOLA                    ,32 RUE D'AUBRY                  ,VALENCIENNES              ,2585,G0000,VALENCIENNES-CENTRE           
       2609,   ,100,E,E.M.PU,EMILE ZOLA                    ,RUE DU CHEVALET                 ,VALENCIENNES              ,2585,G0000,VALENCIENNES-CENTRE           
       2610,   ,100,E,E.M.PU,EDOUARD BRANLY                ,ALLEE DES HERBES FOLLES         ,TOURCOING                 ,2585,G0000,TOURCOING-OUEST               
       2611,   ,100,E,E.M.PU,EXPERIMENTALE ANNE FRANK      ,41 RUE VINCENT DE PAUL          ,MONS EN BAROEUL           ,2585,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       2612,   ,100,E,E.M.PU,JEAN MACE                     ,115 RUE D'ANZIN                 ,ROUBAIX                   ,2585,G0000,ROUBAIX OUEST                 
       2613,   ,100,E,E.E.PU,ALBERT CAMUS                  ,37 RUE JULES VERNE              ,ROUBAIX                   ,2585,G0000,ROUBAIX-CENTRE                
       2614,   ,100,E,E.M.PU,MARCELINE DESBORDES-VALMORE   ,RUE ALBERT CHATELET             ,LOOS                      ,2585,G0000,LILLE2-LOOS                   
       2615,   ,100,E,E.P.PU,CABANIS-BARA                  ,1BIS RUE CABANIS                ,LILLE                     ,2585,G0000,LILLE 1 - HELLEMMES           
       2616,   ,100,E,E.M.PU,DU BELLAY                     ,BOULEVARD HENRI DUNANT          ,JEUMONT                   ,2585,G0000,AVESNES-JEUMONT               
       2617,   ,100,E,E.E.PU,RONSARD                       ,1 RUE BOSSUET                   ,MONS EN BAROEUL           ,2585,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       2618,   ,100,E,E.E.PU,LE JARD                       ,RUE DU CHAMP DE MARS            ,CONDE SUR L ESCAUT        ,2585,G0000,VALENCIENNES-CONDE            
       2619,   ,100,E,E.P.PU,JULES GUESDE                  ,92 RUE LEON MARLOT              ,ROUBAIX                   ,2585,G0000,ROUBAIX-EST                   
       2620,   ,100,E,E.E.PU,PIERRE DE RONSARD NIVEAU 2    ,142 AVENUE DE VERDUN            ,ROUBAIX                   ,2585,G0000,ROUBAIX OUEST                 
       2621,   ,100,E,E.M.PU,CHATEAUBRIAND                 ,36 RUE DU CAPORAL DELROEUX      ,TOURCOING                 ,2585,G0000,TOURCOING-EST                 
       2622,   ,100,E,E.E.PU,BLAISE PASCAL GROUPE 8        ,RUE LAMBARENE                   ,GRANDE SYNTHE             ,2585,G0000,DUNKERQUE-GRAVELINES          
       2623,   ,100,E,E.M.PU,FLORIAN                       ,RUE REAUMUR                     ,LOOS                      ,2585,G0000,LILLE2-LOOS                   
       2624,   ,100,E,E.E.PU,MARCEL PAGNOL                 ,RUE DU BOSQUET                  ,MAUBEUGE                  ,2585,G0000,AVESNES-MAUBEUGE              
       2625,   ,100,E,E.M.PU,DES LONGS PRES                ,AVENUE KENNEDY                  ,LOUVROIL                  ,2585,G0000,AVESNES-JEUMONT               
       2626,   ,100,E,E.M.PU,AMIRAUTE                      ,RUE DE L AMIRAUTE               ,FORT MARDYCK              ,2585,G0000,DUNKERQUE-SAINT-POL           
       2627,   1.00,100,E,E.E.PU,LES LONGS PRES                ,AVENUE DU PRESIDENT KENNEDY     ,LOUVROIL                  ,2585,G0000,AVESNES-JEUMONT               
       2628,   1.00,100,E,E.M.PU,LES MARRONNIERS               ,RUE PIERRE RONSARD              ,MAUBEUGE                  ,2585,G0000,AVESNES-MAUBEUGE              
       2629,   1.00,100,E,E.E.PU,PIERRE CORNEILLE EPINETTEE    ,1 BOULEVARD JEAN DE LA FONTAINE ,MAUBEUGE                  ,2585,G0000,AVESNES-MAUBEUGE              
       2630,   ,100,E,E.M.PU,PAUL LANGEVIN                 ,SENTIER D HERIN                 ,LA SENTINELLE             ,2585,G0000,VALENCIENNES-CENTRE           
       2631,   ,100,E,E.P.PU,RICHARD WAGNER                ,184 RUE PAUL BOURGET            ,LILLE                     ,2585,G0000,LILLE 1 - SUD                 
       2632,   1.00,100,E,E.E.PU,BRACKE-DESROUSSEAUX           ,11 RUE PAUL BARDOU              ,LILLE                     ,2585,G0000,LILLE 1 - SUD                 
       2633,   1.00,100,E,E.M.PU,LE PETIT PRINCE               ,17 BOULEVARD MENDES FRANCE      ,MONS EN BAROEUL           ,2585,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       2634,   ,100,E,E.E.PU,JOLIOT-CURIE                  ,117 RUE CHARLES BASQUIN         ,LA SENTINELLE             ,2585,G0000,VALENCIENNES-CENTRE           
       2635,   ,100,E,E.E.PU,GROUPE SCOLAIRE JULES FERRY   ,4 RUE DU CHATEAU                ,MAUBEUGE                  ,2585,G0000,AVESNES-MAUBEUGE              
       2636,   ,100,E,E.M.PU,MONTAIGNE                     ,3 RUE DE GASCOGNE               ,MONS EN BAROEUL           ,2585,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       2637,   ,100,E,E.M.PU,MARCEL DANNA                  ,RUE DE L USINE-RUE BARBUSSE     ,RAISMES                   ,2585,G0000,VALENCIENNES-SAINT AMAND      
       2638,   ,100,E,E.M.PU,VOLTAIRE                      ,421 RUE DU CLINQUET             ,TOURCOING                 ,2585,G0000,TOURCOING-OUEST               
       2639,   ,100,E,E.M.PU,JARDINS DU TILLEUL            ,RUE DU CHATEAU                  ,MAUBEUGE                  ,2585,G0000,AVESNES-MAUBEUGE              
       2640,   ,100,E,E.M.PU,HENRI CARRETTE                ,19 RUE SAINT JOSEPH             ,ROUBAIX                   ,2585,G0000,ROUBAIX-EST                   
       2641,   ,100,E,E.M.PU,RACHEL LEMPEREUR              ,RUE JEAN GIRAUDOUX              ,LILLE                     ,2585,G0000,LILLE 1 - SUD                 
       2642,   ,100,E,E.M.PU,LA BRIQUETERIE                ,RUE VICTOR TILMANT              ,LILLE                     ,2585,G0000,LILLE 1 - SUD                 
       2643,   ,100,E,E.M.PU,JACQUES BREL                  ,4 RUE DU COMTE DE FLANDRE       ,GRANDE SYNTHE             ,2585,G0000,DUNKERQUE-GRAVELINES          
       2644,   ,100,E,E.P.PU,FRANCOIS VILLON               ,10 RUE NAIN                     ,ROUBAIX                   ,2585,G0000,ROUBAIX-CENTRE                
       2645,   ,100,E,E.M.PU,MICHELET                      ,24 RUE PASTEUR                  ,TOURCOING                 ,2585,G0000,TOURCOING-EST                 
       2646,   ,100,E,E.E.PU,JACQUES BREL                  ,2 RUE DU COMTE DE FLANDRE       ,GRANDE SYNTHE             ,2585,G0000,DUNKERQUE-GRAVELINES          
       2647,   ,100,E,E.P.PU,TILLEULS-SOLITUDE             ,674 RUE JULES FERRY             ,DOUAI                     ,2585,G0000,DOUAI-CENTRE                  
       2648,   ,100,E,E.M.PU,PAULINE KERGOMARD             ,IMPASSE DELAUNE                 ,BEUVRAGES                 ,2585,G0000,VALENCIENNES ANZIN            
       2649,   ,100,E,E.E.PU,PAUL PAINLEVE                 ,361 RUE DE LA PREVOYANCE        ,LILLE                     ,2585,G0000,LILLE 1 - SUD                 
       2650,   ,100,E,E.P.PU,PAUL DESSINGUEZ               ,147 ROUTE DE FORT-MARDYCK       ,DUNKERQUE                 ,2585,G0000,DUNKERQUE-SAINT-POL           
       2651,   ,100,E,E.M.PU,PAULINE KERGOMARD             ,2 PLACE ALBERT THOMAS           ,TOURCOING                 ,2585,G0000,TOURCOING-EST                 
       2652,   ,100,E,E.E.PU,GPE DES PROVINCES             ,1BIS RUE D'ALSACE               ,MONS EN BAROEUL           ,2585,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       2653,   ,100,E,E.P.PU,ANATOLE FRANCE                ,37 RUE CUVINOT-RUE DEBUSSY      ,RAISMES                   ,2585,G0000,VALENCIENNES-SAINT AMAND      
       2654,   ,100,E,E.P.PU,BLAISE PASCAL                 ,73 RUE DES ANGES                ,ROUBAIX                   ,2585,G0000,ROUBAIX-CENTRE                
       2655,   ,100,E,E.P.PU,PIERRE BROSSOLETTE            ,125 RUE PIERRE BROSSOLETTE      ,ROUBAIX                   ,2585,G0000,ROUBAIX-EST                   
       2656,   ,100,E,E.P.PU,EDMOND ROSTAND                ,7 RUE DE CHANZY                 ,ROUBAIX                   ,2585,G0000,ROUBAIX-CENTRE                
       2657,   ,100,E,IRPA  ,INSTITUT REHA PAROLE ET AUDIT ,PLACE ABBE DE L'EPEE            ,RONCHIN                   ,2592,G0000,LILLE 1 / LILLE 3-ASH         
       2658,   ,100,E,E.R.P.,BATELIERS ET FORAINS          ,393 RUE CHARLES BOURSEUL        ,DOUAI                     ,2592,G0000,DOUAI/CAMBRAI-ASH             
       2659,   ,100,E,SEGPA ,CLG FELIX DEL MARLE           ,62 RUE HENRI BARBUSSE           ,AULNOYE AYMERIES          ,2592,G0000,AVESNES/VALENCIENNES-ASH      
       2660,   ,100,E,SEGPA ,CLG JEAN ZAY                  ,RUE ADOLPHE DEFRENNE            ,LILLE-LOMME               ,2592,G0000,DUNKERQUE/LILLE 2-ASH         
       2661,   ,100,E,SEGPA ,CLG CHASSE ROYALE             ,RUE LOMPREZ                     ,VALENCIENNES CEDEX        ,2592,G0000,AVESNES/VALENCIENNES-ASH      
       2662,   ,100,E,SEGPA ,CLG JEAN JAURES               ,RUE DU 8 MAI 1945               ,VIEUX CONDE               ,2592,G0000,AVESNES/VALENCIENNES-ASH      
       2663,   ,100,E,EREA  ,COLETTE MAGNY (DEF.INTEL.)    ,RUE GAMBETTA                    ,LYS LEZ LANNOY CEDEX      ,2592,G0000,ROUBAIX/TOURCOING-ASH         
       2664,   ,100,E,SEGPA ,CLG ANNE FRANK                ,21 RUE ALFRED CORTOT            ,GRANDE SYNTHE             ,2592,G0000,DUNKERQUE/LILLE 2-ASH         
       2665,   ,100,E,SEGPA ,CLG ANDRE CANIVEZ             ,417 RUE BERTHE GARNIER          ,DOUAI CEDEX               ,2592,G0000,DOUAI/CAMBRAI-ASH             
       2666,   ,100,E,SEGPA ,CLG FERNANDE BENOIST          ,RUE DE THEROUANNE               ,HAZEBROUCK CEDEX          ,2592,G0000,DUNKERQUE/LILLE 2-ASH         
       2667,   ,100,E,EREA  ,IGNACE PLEYEL (DEF. VIS.)     ,31 AVENUE PIERRE MAUROY         ,LOOS                      ,2592,G0000,ROUBAIX/TOURCOING-ASH         
       2668,   1.00,100,E,SEGPA ,CLG JEAN DEMAILLY             ,RUE DU COLLEGE JEAN DEMAILLY    ,SECLIN CEDEX              ,2592,G0000,LILLE 1 / LILLE 3-ASH         
       2669,   ,100,E,I.M.E.,LE BOIS FLEURI                ,31 BIS CHEMIN DE MONTAY         ,LE CATEAU CAMBRESIS       ,2592,G0000,DOUAI/CAMBRAI-ASH             
       2670,   1.00,100,E,SEGPA ,CLG MARIE CURIE               ,20 RUE D'AUSTERLITZ             ,TOURCOING                 ,2592,G0000,ROUBAIX/TOURCOING-ASH         
       2671,   1.00,100,E,SEGPA ,CLG VICTOR HUGO               ,20 RUE DE LUCHON                ,SOMAIN                    ,2592,G0000,DOUAI/CAMBRAI-ASH             
       2672,   1.00,100,E,EREA  ,NELSON MANDELA (DEF.INTEL.)   ,5 RUE DU CHEMIN SAINT MARTIN    ,LILLE-LOMME CEDEX         ,2592,G0000,ROUBAIX/TOURCOING-ASH         
       2673,  17.00,100,E,IEN   ,AVESNES/VALENCIENNES-ASH      ,3 RUE GEORGES PAILLOT           ,MAUBEUGE                  ,9010,G0000,AVESNES/VALENCIENNES-ASH      
       2674,   1.00,100,E,IEN   ,CAMBRAI-CENTRE                ,1 RUE DE LA PAIX DE NIMEGUE     ,CAMBRAI CEDEX             ,9010,G0000,CAMBRAI-CENTRE                
       2675,   8.00,100,E,IEN   ,DOUAI-CENTRE                  ,941 RUE CHARLES BOURSEUL        ,DOUAI                     ,9010,G0000,DOUAI-CENTRE                  
       2676,   3.00,100,E,IEN   ,DOUAI-CANTIN                  ,941 RUE CHARLES BOURSEUL        ,DOUAI                     ,9010,G0000,DOUAI-CANTIN                  
       2677,   3.00,100,E,IEN   ,DOUAI-CUINCY                  ,941 RUE CHARLES BOURSEUL        ,DOUAI                     ,9010,G0000,DOUAI-CUINCY                  
       2678,   5.00,100,E,IEN   ,DOUAI-RIEULAY                 ,6 RUE SUZANNE LANOY             ,RIEULAY                   ,9010,G0000,DOUAI-RIEULAY                 
       2679,   3.00,100,E,IEN   ,DUNKERQUE-SAINT-POL           ,7 RUE NATIONALE                 ,DUNKERQUE                 ,9010,G0000,DUNKERQUE-SAINT-POL           
       2680,   2.00,100,E,IEN   ,DUNKERQUE-GRAVELINES          ,7 RUE NATIONALE                 ,DUNKERQUE                 ,9010,G0000,DUNKERQUE-GRAVELINES          
       2681,   4.00,100,E,IEN   ,DUNKERQUE-HAZEBROUCK          ,41 RUE DU MILIEU                ,HAZEBROUCK                ,9010,G0000,DUNKERQUE-HAZEBROUCK          
       2682,   3.00,100,E,IEN   ,CAMBRAI-LE CATEAU             ,11 RUE DU MARCHE AUX CHEVAUX    ,LE CATEAU CAMBRESIS       ,9010,G0000,CAMBRAI-LE CATEAU             
       2683,   7.00,100,E,IEN   ,AVESNES-LE QUESNOY            ,21 BIS RUE CHEVRAY              ,LE QUESNOY                ,9010,G0000,AVESNES-LE QUESNOY            
       2684,   3.00,100,E,IEN   ,LILLE3-WATTIGNIES             ,1 RUE DES BOULETS               ,SECLIN                    ,9010,G0000,LILLE3-WATTIGNIES             
       2685,   2.00,100,E,IEN   ,LILLE2-LOOS                   ,RUE HERRIOT                     ,LOOS                      ,9010,G0000,LILLE2-LOOS                   
       2686,   1.00,100,E,IEN   ,LILLE1-MARCQ EN BAROEUL       ,111 BIS AVENUE FOCH             ,MARCQ EN BAROEUL          ,9010,G0000,LILLE1-MARCQ EN BAROEUL       
       2687,   2.00,100,E,IEN   ,LILLE3-VILLENEUVE D'ASCQ NORD ,58 RUE PREVERT                  ,VILLENEUVE D ASCQ         ,9010,G0000,LILLE3-VILLENEUVE D'ASCQ NORD 
       2688,   1.00,100,E,IEN   ,LILLE 1 - LAMBERSART          ,44 TER RUE JEAN BART            ,LILLE                     ,9010,G0000,LILLE 1 - LAMBERSART          
       2689,   2.00,100,E,IEN   ,LILLE2-ARMENTIERES            ,64 RUE PAUL BERT                ,ARMENTIERES               ,9010,G0000,LILLE2-ARMENTIERES            
       2690,   1.00,100,E,IEN   ,LILLE2-LOMME                  ,94 RUE HENRI GHESQUIERE         ,LILLE                     ,9010,G0000,LILLE2-LOMME                  
       2691,   3.00,100,E,IEN   ,LILLE3-RONCHIN                ,44 TER RUE JEAN BART            ,LILLE                     ,9010,G0000,LILLE3-RONCHIN                
       2692,  10.00,100,E,IEN   ,AVESNES-MAUBEUGE              ,BD CHARLES DE GAULLE            ,MAUBEUGE CEDEX            ,9010,G0000,AVESNES-MAUBEUGE              
       2693,   3.00,100,E,IEN   ,ROUBAIX-EST                   ,133 RUE P BROSSOLETTE           ,ROUBAIX                   ,9010,G0000,ROUBAIX-EST                   
       2694,   1.00,100,E,IEN   ,ROUBAIX-WATTRELOS             ,27 RUE DE STALINGRAD            ,WATTRELOS CEDEX           ,9010,G0000,ROUBAIX-WATTRELOS             
       2695,   1.00,100,E,IEN   ,VALENCIENNES-SAINT AMAND      ,51C  RUE DES VIVIERS DU CLOS    ,ST AMAND LES EAUX         ,9010,G0000,VALENCIENNES-SAINT AMAND      
       2696,   1.00,100,E,IEN   ,TOURCOING-OUEST               ,8 BIS RUE DU ROITELET           ,TOURCOING                 ,9010,G0000,TOURCOING-OUEST               
       2697,   7.00,100,E,IEN   ,ROUBAIX/TOURCOING-ASH         ,8 BIS RUE DU ROITELET           ,TOURCOING                 ,9010,G0000,ROUBAIX/TOURCOING-ASH         
       2698,   2.00,100,E,IEN   ,VALENCIENNES-SAINT SAULVE     ,4 ALLEE DU 24 JUILLET 1712      ,DENAIN                    ,9010,G0000,VALENCIENNES-SAINT SAULVE     
       2699,   3.00,100,E,IEN   ,VALENCIENNES ANZIN            ,4 ALLEE DU 24 JUILLET 1712      ,DENAIN                    ,9010,G0000,VALENCIENNES ANZIN            
       2700,   1.00,100,E,IEN   ,VALENCIENNES-CONDE            ,6 BIS ROUTE DE BERNISSART       ,CONDE SUR L ESCAUT        ,9010,G0000,VALENCIENNES-CONDE            
       2701,   2.00,100,E,IEN   ,LILLE 1 - NORD                ,44 TER RUE JEAN BART            ,LILLE                     ,9010,G0000,LILLE 1 - NORD                
       2702,   5.00,100,E,IEN   ,ROUBAIX-CENTRE                ,133 RUE PIERRE BROSSOLETTE      ,ROUBAIX                   ,9010,G0000,ROUBAIX-CENTRE                
       2703,   5.00,100,E,IEN   ,VALENCIENNES-CENTRE           ,161 CHEMIN DES BOURGEOIS        ,VALENCIENNES              ,9010,G0000,VALENCIENNES-CENTRE           
       2704,   1.00,100,E,IEN   ,LILLE3-SECLIN                 ,1 RUE DES BOULETS               ,SECLIN                    ,9010,G0000,LILLE3-SECLIN                 
       2705,   9.00,100,E,IEN   ,AVESNES-JEUMONT               ,BOULEVARD LESSINES              ,JEUMONT CEDEX             ,9010,G0000,AVESNES-JEUMONT               
       2706,   2.00,100,E,IEN   ,DUNKERQUE-CENTRE              ,7 RUE NATIONALE                 ,DUNKERQUE                 ,9010,G0000,DUNKERQUE-CENTRE              
       2707,   3.00,100,E,IEN   ,CAMBRAI-SUD                   ,1 RUE DE LA PAIX DE NIM╚GUE     ,CAMBRAI                   ,9010,G0000,CAMBRAI-SUD                   
       2708,   4.00,100,E,IEN   ,LILLE3-VILLENEUVE D'ASCQ SUD  ,58 RUE PREVERT                  ,VILLENEUVE D ASCQ         ,9010,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  
       2709,   4.00,100,E,IEN   ,DUNKERQUE-WORMHOUT            ,41 RUE DU MILIEU                ,HAZEBROUCK                ,9010,G0000,DUNKERQUE-WORMHOUT            
       2710,   1.00,100,E,IEN   ,TOURCOING-EST                 ,8 BIS RUE DU ROITELET           ,TOURCOING                 ,9010,G0000,TOURCOING-EST                 
       2711,   4.00,100,E,IEN   ,VALENCIENNES DENAIN           ,4 ALLEE DU 24 JUILLET 1712      ,DENAIN                    ,9010,G0000,VALENCIENNES DENAIN           
       2712,  10.00,100,E,IEN   ,AVESNES-FOURMIES              ,1 BIS PLACE CLAUDE JOURDAIN     ,FOURMIES CEDEX            ,9010,G0000,AVESNES-FOURMIES              
       2713,   3.00,100,E,IEN   ,VALENCIENNES-ESCAUDAIN        ,4 ALLEE DU 24 JUILLET 1712      ,DENAIN CEDEX              ,9010,G0000,VALENCIENNES-ESCAUDAIN        
       2714,   1.00,100,E,IEN   ,TOURCOING-RONCQ               ,8 BIS RUE DU ROITELET           ,TOURCOING                 ,9010,G0000,TOURCOING-RONCQ               
       2715,   2.00,100,E,IEN   ,DUNKERQUE-BAILLEUL            ,41 RUE DU MILIEU                ,HAZEBROUCK                ,9010,G0000,DUNKERQUE-BAILLEUL            
       2716,  10.00,100,E,IEN   ,DOUAI/CAMBRAI-ASH             ,941 RUE CHARLES BOURSEUL        ,DOUAI                     ,9010,G0000,DOUAI/CAMBRAI-ASH             
       2717,   ,100,E,IEN   ,LILLE2-ANNOEULLIN             ,1 RUE DES BOULETS               ,SECLIN                    ,9010,G0000,LILLE2-ANNOEULLIN             
       2718,   2.00,100,E,IEN   ,DUNKERQUE-BERGUES             ,7 RUE NATIONALE                 ,DUNKERQUE                 ,9010,G0000,DUNKERQUE-BERGUES             
       2719,   6.00,100,E,IEN   ,LILLE 1 / LILLE 3-ASH         ,44 TER RUE JEAN BART            ,LILLE                     ,9010,G0000,LILLE 1 / LILLE 3-ASH         
       2720,   2.00,100,E,IEN   ,ROUBAIX-WASQUEHAL             ,111 BIS AVENUE FOCH             ,MARCQ EN BAROEUL          ,9010,G0000,ROUBAIX-WASQUEHAL             
       2721,   3.00,100,E,IEN   ,ROUBAIX-HEM                   ,31 RUE DES ECOLES               ,HEM                       ,9010,G0000,ROUBAIX-HEM                   
       2722,   3.00,100,E,IEN   ,DOUAI-WAZIERS                 ,941 RUE CHARLES BOURSEUL        ,DOUAI                     ,9010,G0000,DOUAI-WAZIERS                 
       2723,   4.00,100,E,IEN   ,DUNKERQUE/LILLE 2-ASH         ,7 RUE NATIONALE                 ,DUNKERQUE                 ,9010,G0000,DUNKERQUE/LILLE 2-ASH         
       2724,   2.00,100,E,IEN   ,LILLE 1 - SUD                 ,44 TER RUE JEAN BART            ,LILLE                     ,9010,G0000,LILLE 1 - SUD                 
       2725,   3.00,100,E,IEN   ,LILLE 1 - CENTRE              ,44 TER RUE JEAN BART            ,LILLE                     ,9010,G0000,LILLE 1 - CENTRE              
       2726,   7.00,100,E,IEN   ,LILLE 1 - HELLEMMES           ,44 TER RUE JEAN BART            ,LILLE                     ,9010,G0000,LILLE 1 - HELLEMMES           
       2727,   7.00,100,E,IEN   ,AVESNES AULNOYE               ,PLACE DU DOCTEUR GUERSANT       ,AULNOYE AYMERIES          ,9010,G0000,AVESNES AULNOYE               
       2728,   5.00,100,E,IEN   ,VALENCIENNES BRUAY            ,18 RUE LUCIEN MARS              ,BRUAY SUR L ESCAUT        ,9010,G0000,VALENCIENNES BRUAY            
       2729,   2.00,100,E,IEN   ,ROUBAIX OUEST                 ,133 RUE PIERRE BROSSOLETTE      ,ROUBAIX                   ,9010,G0000,ROUBAIX OUEST                 
       2730,   1.00,100,E,IEN   ,LILLE ASH                     ,1 RUE CLAUDE BERNARD            ,LILLE CEDEX               ,9010,G0107,LILLE ASH                     
       2731,   ,100,E,CASNAV,C.A.S.N.A.V.                  ,BOULEVARD D'ALSACE              ,LILLE                     ,ACAS,G0000,LILLE ASH                     
       2732,   ,100,E,IEN   ,AVESNES/VALENCIENNES-ASH      ,3 RUE GEORGES PAILLOT           ,MAUBEUGE                  ,AINF,G0164,AVESNES/VALENCIENNES-ASH      
       2733,   1.00,100,E,IEN   ,ROUBAIX/TOURCOING-ASH         ,8 BIS RUE DU ROITELET           ,TOURCOING                 ,AINF,G0164,ROUBAIX/TOURCOING-ASH         
       2734,   ,100,E,IEN   ,DOUAI/CAMBRAI-ASH             ,941 RUE CHARLES BOURSEUL        ,DOUAI                     ,AINF,G0164,DOUAI/CAMBRAI-ASH             
       2736,   1.00,100,E,IEN   ,LILLE 1 / LILLE 3-ASH         ,44 TER RUE JEAN BART            ,LILLE                     ,AINF,G0164,LILLE 1 / LILLE 3-ASH         
       2737,   ,100,E,IEN   ,DUNKERQUE/LILLE 2-ASH         ,7 RUE NATIONALE                 ,DUNKERQUE                 ,AINF,G0164,DUNKERQUE/LILLE 2-ASH         
       2739,   ,100,E,E.E.A.,APPLICATION ANDRIEU-PARENT    ,216 RUE D'ARRAS                 ,DOUAI                     ,CHA ,G0139,DOUAI-CENTRE                  
       2740,   ,100,E,E.P.PU,JEAN MINEUR                   ,232 AVENUE DESANDROUINS         ,VALENCIENNES              ,CHA ,G0139,VALENCIENNES-CENTRE           
       2741,   ,100,E,E.E.PU,JEAN MERMOZ                   ,4 RUE DES BOULEAUX              ,VILLENEUVE D ASCQ         ,CHME,G0145,LILLE3-VILLENEUVE D'ASCQ SUD  
       2742,   1.00,100,E,E.P.PU,BERTHELOT                     ,RUE JOSEPH LARCANCHE            ,DENAIN                    ,CHME,G0145,VALENCIENNES DENAIN           
       2743,   ,100,E,E.P.PU,ANDRE NITA                    ,19 RUE SAINT CHARLES            ,DUNKERQUE                 ,CHME,G0145,DUNKERQUE-CENTRE              
       2744,   1.00,100,E,E.E.PU,FRANCOIS LEMAIRE              ,805 BOULEVARD DE LA REPUBLIQUE  ,DOUAI                     ,CHME,G0145,DOUAI-CENTRE                  
       2745,   ,100,E,E.E.PU,JULES ET LEON MAURICE         ,83 AVENUE DE LATTRE DE TASSIGNY ,DOUAI                     ,CHME,G0145,DOUAI-CENTRE                  
       2746,   ,100,E,E.E.PU,GEORGES BRASSENS              ,RUE D ARTOIS                    ,COUDEKERQUE BRANCHE       ,CHME,G0145,DUNKERQUE-BERGUES             
       2747,   1.00,100,E,E.E.PU,RAYMOND QUENEAU               ,RUE BUFFON                      ,COUDEKERQUE BRANCHE       ,CHME,G0145,DUNKERQUE-BERGUES             
       2748,   ,100,E,E.P.PU,RENE BONPAIN                  ,128 RUE DE L ABBE BONPAIN       ,LEFFRINCKOUCKE            ,CHME,G0145,DUNKERQUE-CENTRE              
       2749,   ,100,E,E.E.PU,JEAN CARPENTIER               ,RUE ALBERT CAMUS                ,ANNOEULLIN                ,CHME,G0145,LILLE2-ANNOEULLIN             
       2750,   ,100,E,E.E.PU,JEAN MACE                     ,34 RUE JEAN MACE                ,ARMENTIERES               ,CHME,G0145,LILLE2-ARMENTIERES            
       2751,   1.00,100,E,E.E.PU,PIERRE SEMARD                 ,29 RUE JEAN CATTELAS            ,AULNOYE AYMERIES          ,CHME,G0145,AVESNES AULNOYE               
       2752,   ,100,E,E.P.PU,JAN DE BELLE                  ,10 RUE SAINT JACQUES            ,BAILLEUL                  ,CHME,G0145,DUNKERQUE-BAILLEUL            
       2753,   ,100,E,E.E.PU,JULES VERNE                   ,RUE DES CASERNES                ,LA BASSEE                 ,CHME,G0145,LILLE2-ANNOEULLIN             
